,cluster,individual,value
4270,20,50,0
4271,20,51,0
4272,20,52,0
4273,20,53,0
4274,20,54,10
4275,20,55,0
4276,20,56,0
4277,20,57,0
4278,20,58,0
4279,20,59,0
4280,20,60,0
4281,20,61,0
4282,20,62,0
4283,20,63,0
4284,20,64,0
4285,20,65,0
4286,20,66,0
4287,20,67,0
4288,20,68,0
4289,20,69,0
4290,20,70,26
4291,20,71,0
4292,20,72,0
4293,20,73,0
4294,20,74,0
4295,20,75,0
4296,20,76,0
4297,20,77,0
4298,20,78,0
4299,20,79,0
4300,20,80,0
4301,20,81,9
4302,20,82,0
4303,20,83,0
4304,20,84,0
4305,20,85,0
4306,20,86,0
4307,20,87,0
4308,20,88,0
4309,20,89,0
4310,20,90,0
4311,20,91,9
4312,20,92,0
4313,20,93,16
4314,20,94,0
4315,20,95,0
4316,20,96,0
4317,20,97,0
4318,20,98,0
4319,20,99,6
4320,20,100,0
4321,20,101,0
4322,20,102,0
4323,20,103,0
4324,20,104,4
4325,20,105,0
4326,20,106,21
4327,20,107,0
4328,20,108,0
4329,20,109,0
4330,20,110,0
4331,20,111,0
4332,20,112,0
4333,20,113,0
4334,20,114,13
4335,20,115,0
4336,20,116,0
4337,20,117,0
4338,20,118,0
4339,20,119,6
4340,20,120,0
4341,20,121,0
4342,20,122,0
4343,20,123,0
4344,20,124,0
4345,20,125,0
4346,20,126,0
4347,20,127,0
4348,20,128,0
4349,20,129,4
4350,20,130,0
4351,20,131,0
4352,20,132,0
4353,20,133,0
4354,20,134,0
4355,20,135,0
4356,20,136,0
4357,20,137,10
4358,20,138,0
4359,20,139,0
4360,20,140,0
4361,20,141,0
4362,20,142,9
4363,20,143,0
4364,20,144,0
4365,20,145,0
4366,20,146,0
4367,20,147,0
4368,20,148,0
4369,20,149,14
4370,20,150,0
4371,20,151,0
4372,20,152,0
4373,20,153,19
4374,20,154,0
4375,20,155,0
4376,20,156,8
4377,20,157,0
4378,20,158,0
4379,20,159,0
4380,20,160,0
4381,20,161,0
4382,20,162,0
4383,20,163,0
4384,20,164,0
4385,20,165,0
4386,20,166,0
4387,20,167,0
4388,20,168,0
4389,20,169,0
4390,20,170,0
4391,20,171,0
4392,20,172,0
4393,20,173,0
4394,20,174,0
4395,20,175,0
4396,20,176,10
4397,20,177,0
4398,20,178,0
4399,20,179,0
4400,20,180,0
4401,20,181,0
4402,20,182,0
4403,20,183,11
4404,20,184,0
4405,20,185,0
4406,20,186,0
4407,20,187,0
4408,20,188,0
4409,20,189,0
4410,20,190,0
4411,20,191,0
4412,20,192,0
4413,20,193,0
4414,20,194,0
4415,20,195,22
4416,20,196,0
4417,20,197,0
4418,20,198,6
4419,20,199,4
4420,20,200,3
4421,20,201,0
4422,20,202,20
4423,20,203,0
4424,20,204,14
4425,20,205,0
4426,20,206,0
4427,20,207,0
4428,20,208,0
4429,20,209,0
4430,20,210,0
4431,21,0,0
4432,21,1,12
4433,21,2,0
4434,21,3,0
4435,21,4,2
4436,21,5,0
4437,21,6,0
4438,21,7,0
4439,21,8,0
4440,21,9,3
4441,21,10,0
4442,21,11,19
4443,21,12,0
4444,21,13,0
4445,21,14,0
4446,21,15,0
4447,21,16,0
4448,21,17,0
4449,21,18,0
4450,21,19,2
4451,21,20,7
4452,21,21,17
4453,21,22,0
4454,21,23,0
4455,21,24,0
4456,21,25,0
4457,21,26,0
4458,21,27,0
4459,21,28,0
4460,21,29,0
4461,21,30,0
4462,21,31,0
4463,21,32,0
4464,21,33,0
4465,21,34,0
4466,21,35,11
4467,21,36,0
4468,21,37,0
4469,21,38,0
4470,21,39,0
4471,21,40,0
4472,21,41,0
4473,21,42,0
4474,21,43,0
4475,21,44,0
4476,21,45,12
4477,21,46,0
4478,21,47,0
4479,21,48,0
4480,21,49,10
4481,21,50,14
4482,21,51,0
4483,21,52,0
4484,21,53,0
4485,21,54,0
4486,21,55,6
4487,21,56,0
4488,21,57,0
4489,21,58,14
4490,21,59,0
4491,21,60,0
4492,21,61,0
4493,21,62,0
4494,21,63,0
4495,21,64,0
4496,21,65,0
4497,21,66,0
4498,21,67,0
4499,21,68,0
4500,21,69,25
4501,21,70,0
4502,21,71,0
4503,21,72,0
4504,21,73,0
4505,21,74,0
4506,21,75,0
4507,21,76,0
4508,21,77,16
4509,21,78,0
4510,21,79,0
4511,21,80,6
4512,21,81,0
4513,21,82,0
4514,21,83,0
4515,21,84,0
4516,21,85,0
4517,21,86,14
4518,21,87,0
4519,21,88,14
4520,21,89,0
4521,21,90,0
4522,21,91,19
4523,21,92,0
4524,21,93,0
4525,21,94,0
4526,21,95,0
4527,21,96,0
4528,21,97,0
4529,21,98,0
4530,21,99,0
4531,21,100,0
4532,21,101,7
4533,21,102,0
4534,21,103,0
4535,21,104,0
4536,21,105,0
4537,21,106,8
4538,21,107,0
4539,21,108,0
4540,21,109,14
4541,21,110,10
4542,21,111,0
4543,21,112,0
4544,21,113,0
4545,21,114,0
4546,21,115,0
4547,21,116,0
4548,21,117,0
4549,21,118,0
4550,21,119,7
4551,21,120,0
4552,21,121,0
4553,21,122,0
4554,21,123,16
4555,21,124,0
4556,21,125,0
4557,21,126,0
4558,21,127,0
4559,21,128,9
4560,21,129,0
4561,21,130,0
4562,21,131,0
4563,21,132,0
4564,21,133,0
4565,21,134,0
4566,21,135,0
4567,21,136,0
4568,21,137,0
4569,21,138,0
4570,21,139,0
4571,21,140,3
4572,21,141,0
4573,21,142,0
4574,21,143,0
4575,21,144,0
4576,21,145,0
4577,21,146,16
4578,21,147,1
4579,21,148,0
4580,21,149,0
4581,21,150,0
4582,21,151,0
4583,21,152,0
4584,21,153,7
4585,21,154,0
4586,21,155,0
4587,21,156,0
4588,21,157,0
4589,21,158,0
4590,21,159,1
4591,21,160,0
4592,21,161,9
4593,21,162,0
4594,21,163,18
4595,21,164,0
4596,21,165,6
4597,21,166,0
4598,21,167,0
4599,21,168,0
4600,21,169,0
4601,21,170,0
4602,21,171,0
4603,21,172,0
4604,21,173,0
4605,21,174,0
4606,21,175,20
4607,21,176,0
4608,21,177,7
4609,21,178,0
4610,21,179,0
4611,21,180,0
4612,21,181,0
4613,21,182,0
4614,21,183,0
4615,21,184,0
4616,21,185,0
4617,21,186,0
4618,21,187,0
4619,21,188,0
4620,21,189,0
4621,21,190,0
4622,21,191,0
4623,21,192,0
4624,21,193,0
4625,21,194,0
4626,21,195,0
4627,21,196,0
4628,21,197,0
4629,21,198,0
4630,21,199,0
4631,21,200,0
4632,21,201,0
4633,21,202,0
4634,21,203,0
4635,21,204,0
4636,21,205,0
4637,21,206,0
4638,21,207,0
4639,21,208,0
4640,21,209,0
4641,21,210,0
4642,22,0,0
4643,22,1,9
4644,22,2,11
4645,22,3,0
4646,22,4,0
4647,22,5,0
4648,22,6,0
4649,22,7,0
4650,22,8,0
4651,22,9,10
4652,22,10,11
4653,22,11,0
4654,22,12,0
4655,22,13,0
4656,22,14,0
4657,22,15,0
4658,22,16,0
4659,22,17,0
4660,22,18,0
4661,22,19,0
4662,22,20,0
4663,22,21,0
4664,22,22,0
4665,22,23,0
4666,22,24,0
4667,22,25,0
4668,22,26,0
4669,22,27,0
4670,22,28,0
4671,22,29,0
4672,22,30,0
4673,22,31,0
4674,22,32,0
4675,22,33,0
4676,22,34,0
4677,22,35,0
4678,22,36,4
4679,22,37,0
4680,22,38,0
4681,22,39,0
4682,22,40,0
4683,22,41,0
4684,22,42,0
4685,22,43,0
4686,22,44,7
4687,22,45,0
4688,22,46,0
4689,22,47,0
4690,22,48,0
4691,22,49,0
4692,22,50,0
4693,22,51,0
4694,22,52,0
4695,22,53,0
4696,22,54,0
4697,22,55,0
4698,22,56,0
4699,22,57,0
4700,22,58,0
4701,22,59,0
4702,22,60,0
4703,22,61,0
4704,22,62,0
4705,22,63,0
4706,22,64,0
4707,22,65,0
4708,22,66,4
4709,22,67,8
4710,22,68,8
4711,22,69,0
4712,22,70,0
4713,22,71,0
4714,22,72,0
4715,22,73,0
4716,22,74,0
4717,22,75,0
4718,22,76,2
4719,22,77,0
4720,22,78,11
4721,22,79,7
4722,22,80,0
4723,22,81,18
4724,22,82,0
4725,22,83,0
4726,22,84,18
4727,22,85,0
4728,22,86,0
4729,22,87,0
4730,22,88,0
4731,22,89,0
4732,22,90,0
4733,22,91,0
4734,22,92,18
4735,22,93,0
4736,22,94,0
4737,22,95,0
4738,22,96,0
4739,22,97,0
4740,22,98,0
4741,22,99,0
4742,22,100,0
4743,22,101,11
4744,22,102,0
4745,22,103,0
4746,22,104,0
4747,22,105,0
4748,22,106,0
4749,22,107,0
4750,22,108,6
4751,22,109,0
4752,22,110,0
4753,22,111,13
4754,22,112,0
4755,22,113,0
4756,22,114,0
4757,22,115,0
4758,22,116,0
4759,22,117,0
4760,22,118,0
4761,22,119,0
4762,22,120,0
4763,22,121,7
4764,22,122,0
4765,22,123,22
4766,22,124,0
4767,22,125,0
4768,22,126,0
4769,22,127,0
4770,22,128,0
4771,22,129,0
4772,22,130,0
4773,22,131,4
4774,22,132,0
4775,22,133,0
4776,22,134,4
4777,22,135,0
4778,22,136,0
4779,22,137,0
4780,22,138,0
4781,22,139,10
4782,22,140,6
4783,22,141,0
4784,22,142,0
4785,22,143,4
4786,22,144,0
4787,22,145,0
4788,22,146,0
4789,22,147,0
4790,22,148,0
4791,22,149,0
4792,22,150,19
4793,22,151,0
4794,22,152,0
4795,22,153,17
4796,22,154,0
4797,22,155,18
4798,22,156,11
4799,22,157,0
4800,22,158,0
4801,22,159,0
4802,22,160,0
4803,22,161,0
4804,22,162,0
4805,22,163,3
4806,22,164,0
4807,22,165,3
4808,22,166,0
4809,22,167,0
4810,22,168,0
4811,22,169,9
4812,22,170,0
4813,22,171,0
4814,22,172,0
4815,22,173,0
4816,22,174,2
4817,22,175,0
4818,22,176,0
4819,22,177,0
4820,22,178,4
4821,22,179,0
4822,22,180,0
4823,22,181,0
4824,22,182,0
4825,22,183,0
4826,22,184,0
4827,22,185,0
4828,22,186,10
4829,22,187,0
4830,22,188,0
4831,22,189,0
4832,22,190,0
4833,22,191,2
4834,22,192,9
4835,22,193,0
4836,22,194,0
4837,22,195,0
4838,22,196,22
4839,22,197,0
4840,22,198,0
4841,22,199,0
4842,22,200,0
4843,22,201,0
4844,22,202,0
4845,22,203,10
4846,22,204,11
4847,22,205,0
4848,22,206,0
4849,22,207,0
4850,22,208,0
4851,22,209,0
4852,22,210,0
4853,23,0,0
4854,23,1,0
4855,23,2,0
4856,23,3,0
4857,23,4,0
4858,23,5,0
4859,23,6,12
4860,23,7,0
4861,23,8,0
4862,23,9,16
4863,23,10,0
4864,23,11,0
4865,23,12,0
4866,23,13,0
4867,23,14,0
4868,23,15,0
4869,23,16,0
4870,23,17,0
4871,23,18,0
4872,23,19,0
4873,23,20,0
4874,23,21,12
4875,23,22,0
4876,23,23,0
4877,23,24,0
4878,23,25,0
4879,23,26,0
4880,23,27,0
4881,23,28,0
4882,23,29,0
4883,23,30,9
4884,23,31,0
4885,23,32,0
4886,23,33,0
4887,23,34,0
4888,23,35,10
4889,23,36,0
4890,23,37,0
4891,23,38,0
4892,23,39,14
4893,23,40,0
4894,23,41,16
4895,23,42,0
4896,23,43,0
4897,23,44,0
4898,23,45,11
4899,23,46,0
4900,23,47,0
4901,23,48,0
4902,23,49,0
4903,23,50,0
4904,23,51,0
4905,23,52,0
4906,23,53,8
4907,23,54,0
4908,23,55,0
4909,23,56,0
4910,23,57,0
4911,23,58,11
4912,23,59,10
4913,23,60,0
4914,23,61,0
4915,23,62,0
4916,23,63,0
4917,23,64,0
4918,23,65,0
4919,23,66,0
4920,23,67,7
4921,23,68,0
4922,23,69,0
4923,23,70,0
4924,23,71,0
4925,23,72,0
4926,23,73,0
4927,23,74,13
4928,23,75,0
4929,23,76,0
4930,23,77,0
4931,23,78,0
4932,23,79,0
4933,23,80,8
4934,23,81,0
4935,23,82,9
4936,23,83,10
4937,23,84,0
4938,23,85,0
4939,23,86,0
4940,23,87,0
4941,23,88,0
4942,23,89,18
4943,23,90,3
4944,23,91,5
4945,23,92,13
4946,23,93,0
4947,23,94,0
4948,23,95,0
4949,23,96,0
4950,23,97,13
4951,23,98,0
4952,23,99,16
4953,23,100,0
4954,23,101,0
4955,23,102,0
4956,23,103,0
4957,23,104,0
4958,23,105,0
4959,23,106,0
4960,23,107,0
4961,23,108,0
4962,23,109,0
4963,23,110,12
4964,23,111,0
4965,23,112,0
4966,23,113,0
4967,23,114,0
4968,23,115,0
4969,23,116,0
4970,23,117,10
4971,23,118,8
4972,23,119,0
4973,23,120,0
4974,23,121,0
4975,23,122,15
4976,23,123,11
4977,23,124,0
4978,23,125,0
4979,23,126,0
4980,23,127,0
4981,23,128,8
4982,23,129,0
4983,23,130,2
4984,23,131,0
4985,23,132,0
4986,23,133,0
4987,23,134,0
4988,23,135,0
4989,23,136,4
4990,23,137,0
4991,23,138,0
4992,23,139,0
4993,23,140,0
4994,23,141,0
4995,23,142,0
4996,23,143,0
4997,23,144,0
4998,23,145,6
4999,23,146,0
5000,23,147,0
5001,23,148,0
5002,23,149,0
5003,23,150,0
5004,23,151,0
5005,23,152,2
5006,23,153,0
5007,23,154,0
5008,23,155,16
5009,23,156,0
5010,23,157,0
5011,23,158,0
5012,23,159,0
5013,23,160,6
5014,23,161,20
5015,23,162,0
5016,23,163,2
5017,23,164,0
5018,23,165,0
5019,23,166,0
5020,23,167,0
5021,23,168,0
5022,23,169,0
5023,23,170,0
5024,23,171,0
5025,23,172,0
5026,23,173,0
5027,23,174,0
5028,23,175,0
5029,23,176,20
5030,23,177,12
5031,23,178,0
5032,23,179,0
5033,23,180,3
5034,23,181,16
5035,23,182,0
5036,23,183,0
5037,23,184,0
5038,23,185,0
5039,23,186,0
5040,23,187,17
5041,23,188,0
5042,23,189,0
5043,23,190,0
5044,23,191,6
5045,23,192,0
5046,23,193,15
5047,23,194,0
5048,23,195,5
5049,23,196,0
5050,23,197,8
5051,23,198,12
5052,23,199,0
5053,23,200,0
5054,23,201,0
5055,23,202,0
5056,23,203,18
5057,23,204,0
5058,23,205,10
5059,23,206,0
5060,23,207,2
5061,23,208,0
5062,23,209,0
5063,23,210,0
5064,24,0,0
5065,24,1,0
5066,24,2,0
5067,24,3,4
5068,24,4,0
5069,24,5,5
5070,24,6,0
5071,24,7,0
5072,24,8,0
5073,24,9,0
5074,24,10,0
5075,24,11,12
5076,24,12,0
5077,24,13,0
5078,24,14,0
5079,24,15,0
5080,24,16,0
5081,24,17,0
5082,24,18,0
5083,24,19,0
5084,24,20,0
5085,24,21,0
5086,24,22,0
5087,24,23,0
5088,24,24,7
5089,24,25,8
5090,24,26,0
5091,24,27,4
5092,24,28,8
5093,24,29,0
5094,24,30,0
5095,24,31,0
5096,24,32,4
5097,24,33,9
5098,24,34,0
5099,24,35,0
5100,24,36,0
5101,24,37,0
5102,24,38,0
5103,24,39,0
5104,24,40,0
5105,24,41,0
5106,24,42,0
5107,24,43,0
5108,24,44,0
5109,24,45,0
5110,24,46,0
5111,24,47,0
5112,24,48,0
5113,24,49,0
5114,24,50,0
5115,24,51,0
5116,24,52,7
5117,24,53,0
5118,24,54,0
5119,24,55,0
5120,24,56,0
5121,24,57,0
5122,24,58,0
5123,24,59,4
5124,24,60,0
5125,24,61,0
5126,24,62,0
5127,24,63,15
5128,24,64,0
5129,24,65,2
5130,24,66,0
5131,24,67,0
5132,24,68,0
5133,24,69,0
5134,24,70,7
5135,24,71,0
5136,24,72,16
5137,24,73,0
5138,24,74,0
5139,24,75,0
5140,24,76,0
5141,24,77,0
5142,24,78,0
5143,24,79,0
5144,24,80,0
5145,24,81,0
5146,24,82,0
5147,24,83,0
5148,24,84,0
5149,24,85,0
5150,24,86,0
5151,24,87,0
5152,24,88,0
5153,24,89,0
5154,24,90,0
5155,24,91,0
5156,24,92,0
5157,24,93,0
5158,24,94,0
5159,24,95,0
5160,24,96,0
5161,24,97,0
5162,24,98,0
5163,24,99,0
5164,24,100,0
5165,24,101,0
5166,24,102,0
5167,24,103,0
5168,24,104,0
5169,24,105,0
5170,24,106,4
5171,24,107,0
5172,24,108,0
5173,24,109,0
5174,24,110,0
5175,24,111,0
5176,24,112,0
5177,24,113,13
5178,24,114,0
5179,24,115,0
5180,24,116,0
5181,24,117,0
5182,24,118,0
5183,24,119,0
5184,24,120,10
5185,24,121,0
5186,24,122,0
5187,24,123,0
5188,24,124,0
5189,24,125,0
5190,24,126,0
5191,24,127,7
5192,24,128,6
5193,24,129,15
5194,24,130,0
5195,24,131,0
5196,24,132,0
5197,24,133,0
5198,24,134,0
5199,24,135,0
5200,24,136,0
5201,24,137,0
5202,24,138,0
5203,24,139,0
5204,24,140,0
5205,24,141,0
5206,24,142,12
5207,24,143,0
5208,24,144,0
5209,24,145,0
5210,24,146,0
5211,24,147,0
5212,24,148,0
5213,24,149,0
5214,24,150,0
5215,24,151,0
5216,24,152,0
5217,24,153,0
5218,24,154,0
5219,24,155,0
5220,24,156,0
5221,24,157,0
5222,24,158,0
5223,24,159,0
5224,24,160,0
5225,24,161,16
5226,24,162,0
5227,24,163,7
5228,24,164,0
5229,24,165,0
5230,24,166,0
5231,24,167,0
5232,24,168,0
5233,24,169,0
5234,24,170,0
5235,24,171,0
5236,24,172,10
5237,24,173,0
5238,24,174,0
5239,24,175,0
5240,24,176,0
5241,24,177,0
5242,24,178,0
5243,24,179,0
5244,24,180,0
5245,24,181,0
5246,24,182,0
5247,24,183,0
5248,24,184,0
5249,24,185,0
5250,24,186,0
5251,24,187,0
5252,24,188,4
5253,24,189,0
5254,24,190,0
5255,24,191,0
5256,24,192,0
5257,24,193,0
5258,24,194,0
5259,24,195,12
5260,24,196,0
5261,24,197,0
5262,24,198,0
5263,24,199,0
5264,24,200,0
5265,24,201,0
5266,24,202,0
5267,24,203,0
5268,24,204,0
5269,24,205,0
5270,24,206,10
5271,24,207,5
5272,24,208,0
5273,24,209,0
5274,24,210,0
5275,25,0,1
5276,25,1,12
5277,25,2,0
5278,25,3,0
5279,25,4,0
5280,25,5,17
5281,25,6,0
5282,25,7,0
5283,25,8,0
5284,25,9,0
5285,25,10,0
5286,25,11,19
5287,25,12,0
5288,25,13,0
5289,25,14,0
5290,25,15,0
5291,25,16,0
5292,25,17,0
5293,25,18,4
5294,25,19,0
5295,25,20,0
5296,25,21,0
5297,25,22,0
5298,25,23,11
5299,25,24,0
5300,25,25,0
5301,25,26,0
5302,25,27,0
5303,25,28,0
5304,25,29,0
5305,25,30,0
5306,25,31,0
5307,25,32,8
5308,25,33,0
5309,25,34,0
5310,25,35,0
5311,25,36,0
5312,25,37,0
5313,25,38,0
5314,25,39,0
5315,25,40,0
5316,25,41,0
5317,25,42,0
5318,25,43,0
5319,25,44,0
5320,25,45,0
5321,25,46,0
5322,25,47,0
5323,25,48,0
5324,25,49,0
5325,25,50,8
5326,25,51,0
5327,25,52,0
5328,25,53,0
5329,25,54,0
5330,25,55,0
5331,25,56,0
5332,25,57,0
5333,25,58,0
5334,25,59,0
5335,25,60,0
5336,25,61,2
5337,25,62,0
5338,25,63,0
5339,25,64,0
5340,25,65,0
5341,25,66,0
5342,25,67,8
5343,25,68,0
5344,25,69,9
5345,25,70,0
5346,25,71,0
5347,25,72,6
5348,25,73,0
5349,25,74,10
5350,25,75,5
5351,25,76,0
5352,25,77,0
5353,25,78,0
5354,25,79,0
5355,25,80,0
5356,25,81,0
5357,25,82,9
5358,25,83,12
5359,25,84,0
5360,25,85,0
5361,25,86,0
5362,25,87,0
5363,25,88,10
5364,25,89,0
5365,25,90,0
5366,25,91,0
5367,25,92,0
5368,25,93,0
5369,25,94,18
5370,25,95,0
5371,25,96,0
5372,25,97,0
5373,25,98,0
5374,25,99,0
5375,25,100,0
5376,25,101,0
5377,25,102,0
5378,25,103,0
5379,25,104,0
5380,25,105,0
5381,25,106,0
5382,25,107,0
5383,25,108,0
5384,25,109,0
5385,25,110,0
5386,25,111,0
5387,25,112,0
5388,25,113,0
5389,25,114,0
5390,25,115,0
5391,25,116,3
5392,25,117,0
5393,25,118,0
5394,25,119,0
5395,25,120,12
5396,25,121,0
5397,25,122,0
5398,25,123,0
5399,25,124,0
5400,25,125,0
5401,25,126,0
5402,25,127,0
5403,25,128,0
5404,25,129,0
5405,25,130,0
5406,25,131,0
5407,25,132,0
5408,25,133,0
5409,25,134,9
5410,25,135,0
5411,25,136,0
5412,25,137,4
5413,25,138,0
5414,25,139,0
5415,25,140,0
5416,25,141,0
5417,25,142,0
5418,25,143,0
5419,25,144,0
5420,25,145,0
5421,25,146,0
5422,25,147,0
5423,25,148,0
5424,25,149,0
5425,25,150,0
5426,25,151,0
5427,25,152,0
5428,25,153,12
5429,25,154,0
5430,25,155,0
5431,25,156,24
5432,25,157,0
5433,25,158,0
5434,25,159,0
5435,25,160,0
5436,25,161,0
5437,25,162,0
5438,25,163,0
5439,25,164,0
5440,25,165,15
5441,25,166,0
5442,25,167,0
5443,25,168,0
5444,25,169,0
5445,25,170,0
5446,25,171,13
5447,25,172,0
5448,25,173,0
5449,25,174,11
5450,25,175,0
5451,25,176,0
5452,25,177,0
5453,25,178,0
5454,25,179,0
5455,25,180,6
5456,25,181,0
5457,25,182,0
5458,25,183,0
5459,25,184,0
5460,25,185,4
5461,25,186,0
5462,25,187,0
5463,25,188,0
5464,25,189,0
5465,25,190,0
5466,25,191,0
5467,25,192,0
5468,25,193,0
5469,25,194,0
5470,25,195,0
5471,25,196,0
5472,25,197,0
5473,25,198,0
5474,25,199,0
5475,25,200,0
5476,25,201,0
5477,25,202,0
5478,25,203,0
5479,25,204,0
5480,25,205,0
5481,25,206,11
5482,25,207,9
5483,25,208,0
5484,25,209,0
5485,25,210,0
5486,26,0,0
5487,26,1,0
5488,26,2,0
5489,26,3,0
5490,26,4,0
5491,26,5,0
5492,26,6,0
5493,26,7,0
5494,26,8,0
5495,26,9,26
5496,26,10,0
5497,26,11,0
5498,26,12,0
5499,26,13,0
5500,26,14,0
5501,26,15,0
5502,26,16,11
5503,26,17,0
5504,26,18,0
5505,26,19,0
5506,26,20,2
5507,26,21,0
5508,26,22,0
5509,26,23,0
5510,26,24,0
5511,26,25,0
5512,26,26,0
5513,26,27,0
5514,26,28,0
5515,26,29,0
5516,26,30,0
5517,26,31,0
5518,26,32,0
5519,26,33,0
5520,26,34,0
5521,26,35,0
5522,26,36,0
5523,26,37,0
5524,26,38,0
5525,26,39,1
5526,26,40,0
5527,26,41,0
5528,26,42,5
5529,26,43,0
5530,26,44,0
5531,26,45,0
5532,26,46,0
5533,26,47,0
5534,26,48,8
5535,26,49,0
5536,26,50,0
5537,26,51,0
5538,26,52,0
5539,26,53,0
5540,26,54,0
5541,26,55,0
5542,26,56,0
5543,26,57,0
5544,26,58,0
5545,26,59,0
5546,26,60,13
5547,26,61,0
5548,26,62,0
5549,26,63,0
5550,26,64,0
5551,26,65,0
5552,26,66,0
5553,26,67,0
5554,26,68,0
5555,26,69,0
5556,26,70,0
5557,26,71,0
5558,26,72,0
5559,26,73,0
5560,26,74,0
5561,26,75,0
5562,26,76,0
5563,26,77,0
5564,26,78,0
5565,26,79,0
5566,26,80,0
5567,26,81,0
5568,26,82,0
5569,26,83,0
5570,26,84,15
5571,26,85,0
5572,26,86,0
5573,26,87,0
5574,26,88,0
5575,26,89,0
5576,26,90,0
5577,26,91,0
5578,26,92,0
5579,26,93,9
5580,26,94,0
5581,26,95,0
5582,26,96,5
5583,26,97,0
5584,26,98,0
5585,26,99,0
5586,26,100,0
5587,26,101,0
5588,26,102,0
5589,26,103,0
5590,26,104,0
5591,26,105,0
5592,26,106,0
5593,26,107,0
5594,26,108,0
5595,26,109,0
5596,26,110,0
5597,26,111,0
5598,26,112,0
5599,26,113,9
5600,26,114,0
5601,26,115,10
5602,26,116,0
5603,26,117,0
5604,26,118,0
5605,26,119,0
5606,26,120,0
5607,26,121,0
5608,26,122,10
5609,26,123,15
5610,26,124,0
5611,26,125,7
5612,26,126,0
5613,26,127,0
5614,26,128,0
5615,26,129,0
5616,26,130,0
5617,26,131,0
5618,26,132,0
5619,26,133,0
5620,26,134,10
5621,26,135,0
5622,26,136,0
5623,26,137,0
5624,26,138,0
5625,26,139,0
5626,26,140,0
5627,26,141,0
5628,26,142,24
5629,26,143,0
5630,26,144,6
5631,26,145,0
5632,26,146,0
5633,26,147,0
5634,26,148,0
5635,26,149,0
5636,26,150,0
5637,26,151,0
5638,26,152,0
5639,26,153,0
5640,26,154,0
5641,26,155,0
5642,26,156,0
5643,26,157,20
5644,26,158,0
5645,26,159,0
5646,26,160,0
5647,26,161,0
5648,26,162,0
5649,26,163,0
5650,26,164,0
5651,26,165,0
5652,26,166,0
5653,26,167,0
5654,26,168,0
5655,26,169,0
5656,26,170,0
5657,26,171,0
5658,26,172,2
5659,26,173,0
5660,26,174,0
5661,26,175,0
5662,26,176,10
5663,26,177,18
5664,26,178,0
5665,26,179,18
5666,26,180,0
5667,26,181,0
5668,26,182,0
5669,26,183,0
5670,26,184,0
5671,26,185,0
5672,26,186,0
5673,26,187,0
5674,26,188,0
5675,26,189,0
5676,26,190,0
5677,26,191,0
5678,26,192,0
5679,26,193,9
5680,26,194,0
5681,26,195,0
5682,26,196,6
5683,26,197,0
5684,26,198,9
5685,26,199,0
5686,26,200,0
5687,26,201,10
5688,26,202,0
5689,26,203,3
5690,26,204,0
5691,26,205,0
5692,26,206,0
5693,26,207,0
5694,26,208,0
5695,26,209,0
5696,26,210,0
5697,27,0,0
5698,27,1,0
5699,27,2,7
5700,27,3,0
5701,27,4,0
5702,27,5,0
5703,27,6,0
5704,27,7,0
5705,27,8,13
5706,27,9,0
5707,27,10,0
5708,27,11,0
5709,27,12,0
5710,27,13,0
5711,27,14,0
5712,27,15,0
5713,27,16,0
5714,27,17,0
5715,27,18,0
5716,27,19,0
5717,27,20,0
5718,27,21,0
5719,27,22,0
5720,27,23,0
5721,27,24,0
5722,27,25,0
5723,27,26,0
5724,27,27,0
5725,27,28,0
5726,27,29,0
5727,27,30,0
5728,27,31,0
5729,27,32,0
5730,27,33,0
5731,27,34,16
5732,27,35,2
5733,27,36,0
5734,27,37,0
5735,27,38,0
5736,27,39,4
5737,27,40,0
5738,27,41,0
5739,27,42,0
5740,27,43,0
5741,27,44,0
5742,27,45,9
5743,27,46,0
5744,27,47,0
5745,27,48,0
5746,27,49,0
5747,27,50,0
5748,27,51,4
5749,27,52,0
5750,27,53,8
5751,27,54,10
5752,27,55,0
5753,27,56,0
5754,27,57,0
5755,27,58,0
5756,27,59,0
5757,27,60,4
5758,27,61,3
5759,27,62,0
5760,27,63,0
5761,27,64,17
5762,27,65,0
5763,27,66,0
5764,27,67,0
5765,27,68,0
5766,27,69,0
5767,27,70,0
5768,27,71,0
5769,27,72,0
5770,27,73,15
5771,27,74,0
5772,27,75,12
5773,27,76,0
5774,27,77,0
5775,27,78,0
5776,27,79,0
5777,27,80,0
5778,27,81,0
5779,27,82,0
5780,27,83,0
5781,27,84,0
5782,27,85,13
5783,27,86,9
5784,27,87,0
5785,27,88,0
5786,27,89,0
5787,27,90,0
5788,27,91,0
5789,27,92,0
5790,27,93,2
5791,27,94,0
5792,27,95,9
5793,27,96,0
5794,27,97,9
5795,27,98,0
5796,27,99,0
5797,27,100,0
5798,27,101,0
5799,27,102,0
5800,27,103,0
5801,27,104,0
5802,27,105,14
5803,27,106,10
5804,27,107,0
5805,27,108,0
5806,27,109,0
5807,27,110,0
5808,27,111,0
5809,27,112,19
5810,27,113,0
5811,27,114,0
5812,27,115,0
5813,27,116,0
5814,27,117,0
5815,27,118,0
5816,27,119,7
5817,27,120,11
5818,27,121,0
5819,27,122,0
5820,27,123,0
5821,27,124,6
5822,27,125,0
5823,27,126,0
